ID,RepoName,CommitId,Previous,CommitMessage
170,pantsbuild/pants,8d755d075243e975500de248d86bf9ad29b698fa,1,Refactor travis.yml to deduplicate Pyenv and AWS pex code (#7397)  ### Problem Our `.travis.yml` is quite complex. While Mustache has helped with addressing this  we currently duplicate several intricate values like the command to publish `pants.pex` to AWS.  While working on https://github.com/pantsbuild/setup/pull/39  a better design came up to de-duplicate individual script entries through anchors.  ### Solution * Introduce new `PYENV_BIN` env var to avoid having to type `${PYENV_ROOT}/bin/pyenv` multiple times. * Define Pyenv env vars globally. They do not hurt anything if we don't use Pyenv on the shard  and allow us to deduplicate code such as which version of Py3 to install.    * Key detail: we first check if $PYENV_ROOT is defined and only redefine if not. Travis's Ubuntu images use Pyenv to get multiple Python versions installed  so we must do this check to avoid overwriting what comes on the system. * Introduce new globally defined commands `pyenv_setup`  `pyenv_install_py36` and `pyenv_global_py36`. * For bootstrapping `pants.pex`  introduce new globally defined commands `aws_deploy_pants_pex` and `aws_get_pants_pex`. * Only build `fs_util` on the Py27 shard.    * OSX was building and deploying for every shard    * Linux was building on Py36 even though we never deployed it.
171,pantsbuild/pants,e552f15f9bb9581129b07ece1026bfa443f4f17f,0, 
172,pyca/pyopenssl,c9159754757765e10ea4b46f9348bd6e6c9c6e13,1,Whitespace cleanup
173,pyca/pyopenssl,ca1842f2a0971ffef06b8ea699f4b42e55d142a8,0, 
174,pydanny/cookiecutter-django,f25492d74f13d1f6a87ebbe0b9ad5f7223715b95,1,Clean up .travis.yml
175,pydanny/cookiecutter-django,5b5ad0e4fc97f540fdbda459adaa1ccc68cf6712,0, 
176,pyinstaller/pyinstaller,2489d278a696354d0ee68b7d74eb490dd9de2ac1,1,Test/CI: Clean up Travis YAML.
177,pyinstaller/pyinstaller,46286a1f455d8e0837f7c2b9e1bbdff1ef858f0f,0, 
178,pypa/pip,72025dbad1e02a01fefad1be7df5c843c1c98983,1,Refactor our .travis.yml to be more like pyca/cryptography's
179,pypa/pip,8e3eaec559b46119ae80472d9a6ea837e75d6de9,0, 
180,scikit-image/scikit-image,0c288dee3d71baa4e90f03f9900cec659dd87300,1,Clean up travis
181,scikit-image/scikit-image,85711410b056291742853e70417931fd6ebf83ee,0, 
182,scrapinghub/splash,f5d3fa22405b23701a8ee192188bbffb6f11e33f,1,TST cleanup travis.yml  * use multi-line syntax for readability; * don't run tests with py27+qt5.4+system_packages=true; * use twisted from pypi because 15.4.0 is released; * don't install qt54declarative and qt52declarative; * don't bother with QtTest * add a workaround for https://twistedmatrix.com/trac/ticket/7807 * run tests for only release branches (+1 squashed commit) Squashed commits: [f1c050e] TST cleanup travis.yml  * try to split statements in lines; * don't run tests with py27+qt5.4+system_packages=true; * use twisted from pypi because 15.4.0 is released; * don't install qt54declarative and qt52declarative; * don't bother with QtTest
183,scrapinghub/splash,c8b674a18bf1462a1cb6c61e744a46bb730623ac,0, 
184,snorkel-team/snorkel,c8090b96c73b752cafee3082739840d056f4c03b,1,Bit of clean up.
185,snorkel-team/snorkel,e5fc886087d583c6f3faa94ccba681bd579772a3,0, 
186,statsmodels/statsmodels,67d47584169098cc91a5ed5a45c5b8c75f59d981,1,BLD: apt get dependencies from Neurodebian  whitespace cleanup
187,statsmodels/statsmodels,6a490368e804f6aa9975b5e2f265d71a90bb128f,0, 
188,zulip/zulip,9322371742c37359aa6e7d1968905fb6af0ea592,1,travis: Restructure .travis.yml to be more consistent.
189,zulip/zulip,f833f68bfd4ef185aacd955b320b5e5ad84ea9b0,0, 
190,WikiEducationFoundation/WikiEduDashboard,fa18167a3b7ff9a97161eb365e22b2aa92b256ba,1,Clean up and document travis.yml more.
191,WikiEducationFoundation/WikiEduDashboard,db289e01c122669c5881652ca6bc3ef17c5e5cf7,0, 
192,WikiEducationFoundation/WikiEduDashboard,24e05d0718964df54c0d44115cc221fa2750bda8,1,Travis cleanup and reordering
193,WikiEducationFoundation/WikiEduDashboard,0bbedadf1ef26f151914cfc570f9d715d66c04cc,0, 
194,arangamani/jenkins_api_client,a45b4b4ecaad9e62d01e2bc162212e178dedd47c,1,Cleanup and speedup .travis.yml.
195,arangamani/jenkins_api_client,03991a3d81aa51ef234e626b5a44b87219e5b536,0, 
196,cucumber/aruba,b5d99b2e71a7c1ec0041ade31aca60942777a662,1,Restructure Travis build tasks  - Run all jobs in the same stage  so linting is always run - Split build on JRuby 9.2 into two jobs to reduce total test time - Give unusual jobs a name so it's clear what's going on
197,cucumber/aruba,2d763f74b65ecc4c477fa5d1ea81ff28d15cbbbc,0, 
198,pivotal-sprout/sprout-wrap,6ab4c63211ccc9b4632be931c1c09b294c0e8b7d,1,Clean up Travis environment for full testing
199,pivotal-sprout/sprout-wrap,4dcde0c4a220765e12e3fdd1fb89307b906e9332,0, 
200,rails-api/active_model_serializers,3715a101c20127059d305bc8cd5fe10d6da22733,1,Refactor travis.yml
201,rails-api/active_model_serializers,0aa1ed93a49c06c7c19a5d4fec0afe9cf52c35b4,0, 
202,rails-girls-summer-of-code/rgsoc-teams,d5f1eb1ec37b3f1c7d7aefd0a6b90ba17b3308a7,1,Minor refactor and speed up Travis
203,rails-girls-summer-of-code/rgsoc-teams,aaabe00c5b05331239b38cc440f2c2e4ef2631e8,0, 
204,rails-girls-summer-of-code/rgsoc-teams,e7af15af14a55ddb94a252de4e449731c65846a3,1,Clean up and lint travis.yml (#864)  Remove some duplication and formatting errors.
205,rails-girls-summer-of-code/rgsoc-teams,c55d12d77aaed4a80589fa689762e061620c6725,0, 
206,saz/puppet-rsyslog,50ba5ca4228a4d7848099fd0d9c9148132b8c89b,1,clean up travis.yml file
207,saz/puppet-rsyslog,92adb3c60fc5aaada2b188ad8e772ebf280c3220,0, 
208,travis-ci/travis.rb,05ca3a51dab793eb4a9ea5850d0c3cb934f03f36,1,clean up .travis.yml
209,travis-ci/travis.rb,df1cb0fcf8a7abb29700d4826654cd291a7fd4a1,0, 
210,libnet/libnet,9748e90a7434ec03dfa7e692473873f900768ccf,1,Clean up for travis.yml
211,libnet/libnet,058112f8215628a5273d74491230260f1d3f769f,0, 
212,libretro/RetroArch,39442c7bbaf0141c8e2527e0bfc338e3706fd72d,1,travis: Clean up.
213,libretro/RetroArch,af48987eb9724fe8270ea4a524b04afc518fba95,0, 
214,moneymanagerex/moneymanagerex,72b8f6895785c0d92c071a7055174a0f00e0223f,1,refactor(BuildSystem): Use a more modern CMake on Travis
215,moneymanagerex/moneymanagerex,cc68c1f7884551428e60f15c1dbc03f278e5bb92,0, 
216,scipr-lab/libsnark,e341a2318ee7f646a0442df06585787f0705805b,1,Cleanup travis script
217,scipr-lab/libsnark,9f2d3be733243a5d0de2d4078048826c77003b15,0, 
218,pytorch/pytorch,e5793efb09b696ae24bbbc8f59dc5150674475ec,1,clean up enviroment variables
219,pytorch/pytorch,edac248dad32556eaa05711e475f6bc1b3d0fa19,0, 
220,vergecurrency/verge,12585eef25d3c0f82b2a3ede8dd354fbec645883,1,Clean up and simplify travis jobs
221,vergecurrency/verge,0bf937d2fc8bde897588e9e64888e9202e4e7889,0, 
222,visualboyadvance-m/visualboyadvance-m,6cc00a09fe947a12dc137b5738c5b3a6956713e0,1,travis: Clean up.
223,visualboyadvance-m/visualboyadvance-m,65fceab75afcf7248982fdb6d8cca0999cd4e2c6,0, 
224,wesnoth/wesnoth,bde498b55b02d05742bdd232b950a889262928d4,1,travis: refactor and clean up
225,wesnoth/wesnoth,7cb0f5c86ab81dfffc926353ca28e40b77bc5e38,0, 
226,Pro/dkim-exchange,3199b96630a73cdc3c25c3eece1d766aecd64c46,1,Clean up
227,Pro/dkim-exchange,b32a6475df0ecfa1abdc3716b528ce7cef22673c,0, 
228,TomGrobbe/vMenu,d5bfd07333e33aed7112af4207e7376ffb918d28,1,travis: clean up
229,TomGrobbe/vMenu,7d5bfd65c4ac06b8f8c0eae50b1cd1056d8dd61d,0, 
230,TEAMMATES/teammates,b2abb5e8aa5af8a60ffee539c83b25ef087b217d,1,clean up travis.yml
231,TEAMMATES/teammates,9b141c4714f1403390f7e9d6ce3cbce928126cf2,0, 
232,antlr/antlr4,49de9e8f9509c8a804610876c2522d757b821798,1,clean up per travis weblint
233,antlr/antlr4,0c45ada6555890ac510560dd0ae92a7a2206356b,0, 
234,apereo/cas,d733d3b3f01f11ee28cbc10d59451ccd9f2b0651,1,clean up script name
235,apereo/cas,9d0f24e18953b18b74b4bfa33027a25d7d790d89,0, 
236,apereo/cas,9b043590fd45e2a5cd12c6b604a28eb38d9c5c2c,1,clean up script name
237,apereo/cas,3e1ed284527d2f1c23e136f9e6635f88d80121a6,0, 
238,apereo/cas,27a46c906de3ed756b91cb59a1b148e8b84b5cbe,1,clean up script name
239,apereo/cas,a2ce05a23c08fd3c1ef0b82e9d55838436025873,0, 
240,joscha/play-authenticate,4bf66ccc4d1d028d468cade7a7b3be989c5b9a4a,1,Clean up
241,joscha/play-authenticate,2446de599acb77500a7f99c2d822357edbccd23a,0, 
242,GitSquared/edex-ui,31197094d96590b158fb78ed54290e3016f5e19e,1,Clean up
243,GitSquared/edex-ui,22aa2eac4b288546ec66ff7cab3bbfd1688aa158,0, 
244,fabricjs/fabric.js,118995e291e5eda07a3c835d5dd5c318aaf647ff,1,Clean up travis.yml
245,fabricjs/fabric.js,b9ca706d4a8f63147c152a2a57b5637a7b3c6fe4,0, 
246,gatsbyjs/gatsby,ee3191cfbfbb3ab3de47428197e6b4720f4d1152,1,clean up CI
247,gatsbyjs/gatsby,afb9c0236a945a860c5e85746113d66774bf5d1d,0, 
248,karma-runner/karma,f764a13c6383b92520231ba3570d23b27489b58c,1,clean up
249,karma-runner/karma,dde35e6060d0b532d483b14b3de14c56f356c801,0, 
250,postcss/postcss,6598917674f0ade0c4e92e8887332adbc0b73f46,1,Clean up Travis CI config
251,postcss/postcss,7bf4491d87cff7bd6842f1d6455d40272db7799b,0, 
252,twitter/typeahead.js,07b563b65c4abbead8228087bf3874ead686729e,1,Clean up travis config.
253,twitter/typeahead.js,6287b2d91a59b0101f4ae541e8f5b74008f9e6f5,0, 
254,webrtc/apprtc,280cc1f602b5ac630c34d17402da2000d4383ede,1,Clean up .travis.yml
255,webrtc/apprtc,a5b8897831542737b991c014ca3c859f0eb89736,0, 
256,benbalter/word-to-markdown,c9bcd3b068b2185352f794f75cb8b07f71ad59ce,1,clean up travis
257,benbalter/word-to-markdown,e87454875cebedd0623fc45d1e5f381954d44c31,0, 
258,chef-cookbooks/ark,55f426f6338d374dc790ebfba89665b76caf420b,1,clean up .travis.yml
259,chef-cookbooks/ark,0fa78156a29bbaeb4d93a189121b23534190c578,0, 
260,datamapper/dm-core,900af9028fb65afa1a4eac2a0a70b235e48389d0,1,Clean up .travis.yml and enable Travis.
261,datamapper/dm-core,6fdfc72557b5fef946abc91b8ddcbfd960b1ac6d,0, 
262,fatfreecrm/fat_free_crm,9b5062358a0ed9c7a82c19cc0225c68bd2833756,1,Remove gemfile.ci and clean up travis.yml
263,fatfreecrm/fat_free_crm,348ff2d77b4184308c768203f9c39def647fc3f6,0, 
264,gauntlt/gauntlt,c4a0e491b1da57e0571317a4137eaeeed86651ad,1,Clean up .travis.yml
265,gauntlt/gauntlt,c4621165f3fbaba40a5343b9a6b5f6e4cda97287,0, 
266,github/github-services,40a161cc1d5b55a1222e6a3275ae7d73bf34cfc0,1,Clean up travis.yml file
267,github/github-services,b2fc5413490005df04c565d5371a2d920149642c,0, 
268,barbushin/php-imap,9c3678e980c3728a031fc8ddb6889caae0f44fe7,1,clean up travis config
269,barbushin/php-imap,f43f6ec2185332fb7c7a4183b04e6a1eb57cc2d7,0, 
270,cytopia/devilbox,a06e7d5ea1bba84389b394562af8ec616a2860f8,1,Clean up travis-ci file
271,cytopia/devilbox,8f71c56a51ef991d9f23ffb9bec6bd8c24c21fd3,0, 
272,doctrine/DoctrineBundle,0e2e8c446d3d4c222126fcbfa322cdd4a0f17ff5,1,Clean up environment variables in build pipeline
273,doctrine/DoctrineBundle,e60448de828eb2974d5e6b5ec8ed55b594ff814b,0, 
274,jeckman/YouTube-Downloader,f046beea5c3f6369855f957f1b49b0f3eb54921d,1,Clean up .travis.yml
275,jeckman/YouTube-Downloader,8ec2f7698227b37732cd3c62c1987208fa9cc520,0, 
276,kirki-framework/kirki,d5985f24121888336b83c2648186e4db3ce8678a,1,Build/PHPCS: move command line arguments to the ruleset  ... and clean up the command in the Travis script.  This will also ensure that devs will run the same command without having to remember the exact settings.
277,kirki-framework/kirki,f44ccd7b8773c816a6da52ed0625729894fefe7e,0, 
278,livewire/livewire,6dd064c70e0914c5293cbb2fd4d3e9e8b7e8c96b,1,Clean up travis script
279,livewire/livewire,df10d6975748cb64932ab5c3d3c81842ad3e4543,0, 
280,matomo-org/matomo,c5f227505d786af28552e59bd6350503991da14f,1,Clean up travis file
281,matomo-org/matomo,5766bc3888978ad0346137073aeb08aeddfcbb95,0, 
282,microsoft/msphpsql,0be6d079d1bdb458fee3f5bb42b49974a11c1762,1,Clean up
283,microsoft/msphpsql,7171ce4ffeb7eb18c344041ba164e8823877ad91,0, 
284,microsoft/msphpsql,154e4cbed889d9bbcc9dc7d1e8909c670572df67,1,clean up
285,microsoft/msphpsql,d559aed8f0cc2a76401f1d29829eefb2af1ccea3,0, 
286,php-curl-class/php-curl-class,68a43d831288af74dd97d3d59c978887148db8f7,1,Clean up
287,php-curl-class/php-curl-class,0a67629a603c354ce4326fa52a65f39534dd138f,0, 
288,pmmp/PocketMine-MP,6696b7ed5231ce6b918f055562ab7748def33aa6,1,Clean up .travis.yml
289,pmmp/PocketMine-MP,756760a2f0c74ce1aab711037e7c6505825dfed9,0, 
290,ushahidi/platform,24453d944bc3e8f6dca002680efff6ff7639da7e,1,Clean up .travis.yml a little; try building on php 5.5 again
291,ushahidi/platform,b47ffebe3b943cc5af799f7e9e5ef478f178eea3,0, 
292,PyMySQL/PyMySQL,0b22b1482cfa4d655ba56d416b1d3951a3ffaead,1,clean up travis.yml file
293,PyMySQL/PyMySQL,fdadb8fb7b6be5147150d7f4c7077c34b835b3bb,0, 
294,getnikola/nikola,80154d02474a272e06864c405f92bfb0eef6c7c5,1,Fix #3221 -- remove mentions of tests/README.rst and clean up travis config  Signed-off-by: Chris Warrick <kwpolska@gmail.com>
295,getnikola/nikola,733cd82df249dcb979f0c14c48727a1e5597312f,0, 
296,mwaskom/seaborn,d5e42b67e19c888eb36bab9f274b47525208b81c,1,Clean up the travis file and test on python 3.5
297,mwaskom/seaborn,10a1c4416e62c7c48b37e38cdd6bea9bca1b27d2,0, 
298,nipy/nipype,68a7e4f030210dcca69d0d89814f638c58ec8afd,1,CI: Clean up travis.yml
299,nipy/nipype,2b1957e0d2bd13c80b21bab6dc2922690da68d7a,0, 
300,openai/mujoco-py,5783cb5193295ef04836a37610a6d1404644f55f,1,Clean up and modernize travis.yml file.
301,openai/mujoco-py,3ac70c55e0668e18f9508c44b64b7de927878daf,0, 
302,oppia/oppia,48599f5e94f2f986439e944345c7c43b6158e13f,1,Remove code climate coverage (#8317)  * Remove code climate coverage  * Clean up Travis config
303,oppia/oppia,04c5f5179b26f5354180a78f51236c4909f1c173,0, 
304,pyro-ppl/pyro,171651796ed9164a608acf26bc915c39c0022c3d,1,Clean up travis.yml (#449)
305,pyro-ppl/pyro,2d7893e25df2bf50bd1246f7cfbc99d348e61c72,0, 
306,scipy-lectures/scipy-lecture-notes,68a8095cb50db530ec1c1fb5216d8e8b6229c975,1,Clean up .travis.yml  Some things come from nilearn and are not needed.
307,scipy-lectures/scipy-lecture-notes,e50a19b2a98c09089f0b3223a0d787e7d8ac0a67,0, 
308,snapcore/snapcraft,026100eedc29df889b23896ceb7b1c23a87d6f72,1,travis: clean up the lxd script  LP: #1550379
309,snapcore/snapcraft,f4b75f95a5a1a5cec3bc3613a27168df8d80ebe8,0, 
310,snorkel-team/snorkel,5676c19a6c0c71feba9553073d1ee9fc15964be9,1,Clean up travis yaml
311,snorkel-team/snorkel,1a3e839846f432e77d3e312837e7a34b97a3bf19,0, 
312,spotify/luigi,b11c5e9c0138ac80738dc2a16cc0ee3155e8bc4e,1,Clean up .travis.yml
313,spotify/luigi,eab3c4c7ecc2c0a19070dfec95c088a44e775660,0, 
314,treyhunner/django-simple-history,c5d2424b7a0de55dc2e842b34bd8e29b8af1a8b8,1,Clean up travis configuration
315,treyhunner/django-simple-history,3064172b4438ceaec15f86577b33e5fec0f1a3db,0, 
316,FriendsOfPHP/PHP-CS-Fixer,282eef3aab8131f59d2b2ae4385f50e23849ecbe,1,minor #5031 CI: skip_cleanup: true (keradus)  This PR was merged into the 2.15 branch.  Discussion ----------  CI: skip_cleanup: true  fix BC of Travis CI itself now  the deployment job is building phar file and cleaning it up  so there is nothing to deploy (i had to manually release it)  Commits -------  881f3d515 CI: skip_cleanup: true
317,FriendsOfPHP/PHP-CS-Fixer,d07988b7d99831dbc9ec80fc76de273548019c76,0, 
318,rmax/scrapy-redis,96169cfc24eeebaa944b507f5b60ba1c7103fb89,1,BLD Minor commands cleanup.
319,rmax/scrapy-redis,10ab88e0859b3fda142af20ab6990ca5a2f81d39,0, 
320,liip/LiipImagineBundle,30aea40e441e30c2412da7f4b865b8b957d810d7,1, 
321,liip/LiipImagineBundle,d940443fb815f5e566585c4c8d1c6f3aa38077f1,0, 
322,platanus/activeadmin_addons,55fafd020dbf659f7b5b0460e695812ff00cc1de,1, 
323,platanus/activeadmin_addons,c26c2519cd0d573f2584b560ce0bbdfcc692c7e8,0, 
324,cweagans/composer-patches,bc9cdc0bed786f20cd6de77effd45e06ab5fd920,1, 
325,cweagans/composer-patches,d932b927de3501ba2de93b688d9f25f58c57ae2e,0, 
326,ChaiScript/ChaiScript,aa60cffe852b02823f128b87368920aa8e8c8490,1, 
327,ChaiScript/ChaiScript,bb0d1005138e53cb2d414401f0338f22fbbc636b,0, 
328,MariaDB/server,193bc89a49be803f52822f816954fa4ce769a20f,1, 
329,MariaDB/server,852dcb9a564dabd089b96d69280ae8da44c5c6b4,0, 
330,taocpp/PEGTL,1e1884352213bef9afb935ac31d6eaa1a8960225,1, 
331,taocpp/PEGTL,504189a0bbb5a4149e10834dcc296705c7b64630,0, 
332,moodle/moodle,a67cb58e000e9c26086d68b7ffbaefd6d668a042,1,MDL-69273 travis: Move exttests check to after_script  The result of the final command `script` phase determines the build result.  The cleanup belongs in the `after_script` phase.
333,moodle/moodle,a0fc902eb184cd4097c8ab453ddc57964cd2dbd4,0, 
334,salesforce-ux/design-system,2bdc8d5775bdb21c1d5937855ca7780655ac7981,1, 
335,salesforce-ux/design-system,31331e7f556dae0e68c8f420034697ed381773cd,0, 
336,expertiza/expertiza,af5e7bde7958c8b6c836f55fdea4bf17ecffa0c4,1, 
337,expertiza/expertiza,df84d666aea506f003f9b2a2f8efce02d4c3738a,0, 
338,frappe/erpnext,e0e78fb0e2407e1fcdf16962c6399705acb70a45,1,fix(travis): Restructure build matrix
339,frappe/erpnext,029de1a244ccad4ad2dc4c51f7815bd6f5361fd8,0, 
340,linux-test-project/ltp,861b796c22de7221b8fb6d050bf3fbe20737d990,1,travis: Add df to debug not enough space on s390x  + cleanup  Signed-off-by: Petr Vorel <pvorel@suse.cz>
341,linux-test-project/ltp,452c5132dfb424fbf64797340f19682e3fe0ae57,0, 
342,rubenlagus/TelegramBots,1100ad11e455ca0d930798da3ebf5d0632a35971,1, 
343,rubenlagus/TelegramBots,fbc495f6f05d89e301fc0c6086e45c932014ff3d,0, 
344,graphhopper/graphhopper,b239b832af1f0b0c574a2554eea49e99dbd2c55c,1, 
345,graphhopper/graphhopper,bcf033f6fe278e4d4346e06d70753bd84064c645,0, 
346,isocpp/CppCoreGuidelines,4a4edb5807d094f22788c7fbd23b05a29ef98bdc,1, 
347,isocpp/CppCoreGuidelines,0785e0b4159d8fd9142e07e2d477cd627d80df7e,0, 
348,wesnoth/wesnoth,f09d4056296632ada3eb68c69fcad840372ee7f3,1, 
349,wesnoth/wesnoth,03a956d05ce08b0f4da37c07c268dae016b08936,0, 
350,dipy/dipy,b4a0f27290e732276c0d6f4a7b56cb93e09f34d9,1, 
351,dipy/dipy,7d8c6a76699caf78a7ba0ad000b20b2b26b7302b,0, 
352,pypa/pip,31fc943a98a99592f2228905acd3c0c3f6b71de5,1,Refactor travis install logic to move it into a shell script
353,pypa/pip,5adf82b7e79a4abcea0b659c85cc86f8026560c0,0, 
354,3b1b/manim,f3f0e3ba03f476a80704e2789da3544b01473f86,1, 
355,3b1b/manim,aa2734477aa1b9c88d8a16a088322a7fe20a7147,0, 
356,github/github-services,b2fc5413490005df04c565d5371a2d920149642c,1, 
357,github/github-services,fcc9ad751e6ab7cb4edeaadf61da8b6c88891827,0, 
358,deepchem/deepchem,9638d1520e48e4fb4dffbefc1f096ea2f26e145c,1,a
359,deepchem/deepchem,9bfd80821048c222f39ba334bb16f159fff386f1,0, 
360,nest/nest-simulator,37238a17e6eb3221189950ee750f961802311446,1,Clean up .travis.yml and move libraries out of the NEST clone
361,nest/nest-simulator,b0002e4881211e3e423b4c9b7f700a51b3ffed88,0, 
362,TechEmpower/FrameworkBenchmarks,ef663d7cb52f767d9cb02875be069415075bce2b,1, 
363,TechEmpower/FrameworkBenchmarks,a8432f24e8a46a21b34e9bba59f75134d414d52c,0, 
364,intel-isl/Open3D,68487f540044626c0b7b752d9fdf9a5b4ed26e77,1, 
365,intel-isl/Open3D,36b593bec015fb566b1a1966c25390a029a5a440,0, 
366,Codeception/Codeception,f6f62efa52673005dad3992b5a2f3b38a6a7c88b,1, 
367,Codeception/Codeception,565109acb61717fa70400b2120bb879cd12f9428,0, 
368,Zizaco/entrust,483a7da6b9c86a2428a94f2679b236ee09aaaca9,1, 
369,Zizaco/entrust,2621f1d57f958a319d885823ac0b60121e2862fb,0, 
370,kentcdodds/testing-workshop,95d24fb80fdb68b92b685402d5331ffdca66fb54,1, 
371,kentcdodds/testing-workshop,038158eca0d0aa2bc43b2c80313321b50e6215c5,0, 
372,keyboardio/Kaleidoscope,6ae46cb37bdf5b56ed090cd5777dec6401826ff1,1,README.md & Travis cleanup  Remove the IRC notifications from Travis (we're not using IRC anymore)  and the stable/experimental badge from README.md (because they aren't being kept up to date).  Signed-off-by: Gergely Nagy <algernon@keyboard.io>
373,keyboardio/Kaleidoscope,015db510072df3d07ca6ac6ce013170ffc838f62,0, 
374,Theano/Theano,cbdf4fc7329d4419a48e3743109e59bf3ff315df,1, 
375,Theano/Theano,32d274411a9811846c47eb763abc0d86be956843,0, 
376,keyboardio/Kaleidoscope,0c7adb68b902561e7941d96a98d33c79c8dbb594,1, 
377,keyboardio/Kaleidoscope,13d781214da0f52ad8100dd0bb6ee34fdf67a27e,0, 
378,cucumber/cucumber,8bf9ee0a7b7c9f38b14ae1d86e72c793fa5e2e9e,1, 
379,cucumber/cucumber,efdf81269457ded68ab375fc7ca23d907957e5b0,0, 
380,apache/zeppelin,fca7d40019cb11137a124e3bf7075c93cc9568d9,1,ZEPPELIN-3325: R interpreter build bugfix  ### What is this PR for? Failing to build R interpreter (-Pr) after Spark refactoring  ### What type of PR is it? Bug Fix  ### What is the Jira issue? * https://issues.apache.org/jira/browse/ZEPPELIN-3325  ### How should this be tested? * mvn clean package \   --batch-mode package \   -Phelium-dev \   -Pscala-2.11 \   -Dscala.version=2.11.8 \   -Dscala.binary.version=2.11 \   -Pbuild-distr \   -Pspark-2.1 \   -Dspark.version=2.1.1 \   -Pr \   -Phadoop-2.7 \   -Dhadoop.version=2.7.3 \   -Dmaven.findbugs.enable=false \   -Drat.skip=true \   -Dcheckstyle.skip=true \   -DskipTests  ### Questions: * Does the licenses files need update? N * Is there breaking changes for older versions? N * Does this needs documentation? N  Author: Nelson Costa <nelson.costa85@gmail.com>  Closes #2864 from necosta/ZEPPELIN-3325 and squashes the following commits:  7149c33 [Nelson Costa] Enable tests a033a9d [Nelson Costa] Final adjustments 4c6d972 [Nelson Costa] ZEPPELIN-3325 R interpreter build bugfix
381,apache/zeppelin,2acb62e518555ae856b22beba87731a0812f840e,0, 
382,nvbn/thefuck,9ade21bf0ac8a95252d82b649b7ee186762a749f,1,refact(travis): enable verbose mode for tests on travis  Signed-off-by: Pablo Santiago Blum de Aguiar <scorphus@gmail.com>
383,nvbn/thefuck,179839c32fab0241b2ba9dc4c70d938eabfcea23,0, 
384,airbnb/react-dates,38513f554a175601b8a497a81e36692d3f51de9d,1,Use enzyme-adapter-react-helper’s binary to clean up testing.
385,airbnb/react-dates,bd3d7f927069cb5db7d1a3f2d9ca7a36a86dc883,0, 
386,barbushin/php-imap,f43f6ec2185332fb7c7a4183b04e6a1eb57cc2d7,1, 
387,barbushin/php-imap,35c928e75efb4fde92f67b67d3da5463bfafc677,0, 
388,taglib/taglib,98ac8ba569e9206795af9548be341ca3c6fb745a,1, 
389,taglib/taglib,173c58cf4995c4b392c310647bf3525172b9cf5a,0, 
390,30-seconds/30-seconds-of-code,19c0a4f21f0abc6b5afabea845f37e5a57b5c284,1,Cleanup after script updates
391,30-seconds/30-seconds-of-code,cd0b7c69d1cd1c767946abd63454630fdd43bf9d,0, 
392,astropy/astropy,bf1d021c13fbdbc76ecd7f09911887c005dbf5c9,1, 
393,astropy/astropy,f44010e030418bd62d4b01aade57a5239345ec0d,0, 
394,puppetlabs/puppetlabs-ntp,fc17c9b78478eda36e509f312f84a644757b88b3,1,(FM-8581) - Debian 10 added to travis and provision file refactored
395,puppetlabs/puppetlabs-ntp,70b3cf7fd125c07b01217e9217de72667a21fcd1,0, 
396,apereo/cas,da9ff14778fc368e32a032aa726c6943dc5c969d,1,Clean up tests
397,apereo/cas,fdbb24542136ccb71146373f908048ea5e104d2b,0, 
398,ArduPilot/ardupilot,25f98327177478c09a50971e41e7d347689b665c,1, 
399,ArduPilot/ardupilot,d8f8f1bc4542e7c552a039fe8d172c9d510f7693,0, 
400,Cockatrice/Cockatrice,135c02ea4133073128aa6740da243e8558a4b28c,1,"travis: more cleanup (#3336)  * add links to build image update history  * remove cmake from apt  * remove bc from apt  * remove clang-format from apt  * test clang-format  * Revert ""test clang-format""  This reverts commit b2f12da4276095bbd7442d171c81479a3939e312.  * remove protobuf from apt  * Revert ""remove protobuf from apt""  This reverts commit 9162c8800c10b958e132aa0d68322fd03942660f.  * remove qt from apt  * test with versions which differ from what xenial provides  * Revert ""test with versions which differ from what xenial provides""  This reverts commit 6192e581696d5493920dd08d4c142b1ba53cf5b0.  * Revert ""remove qt from apt""  This reverts commit 0d9aff1c4c9bb19dd9da0b41769f4fad197046cc.  * conditions v1 are the default now  https://blog.travis-ci.com/2018-07-18-build-stages-officially-released  * add new job names  https://docs.travis-ci.com/user/customizing-the-build/?utm_source=blog&utm_medium=web&utm_campaign=build_stages_ga#Naming-Jobs-within-Matrices  * disable mail  * clang-format version  * remove clang source  * cmake version  * macOS: remove clang-format  formatting only checked on linux build  * add compiler info  * cmake version2  * remove fast_finish  only useful if allowed failures are configured in the matrix: https://docs.travis-ci.com/user/customizing-the-build/#fast-finishing"
401,Cockatrice/Cockatrice,ed01752cb41d8ddced812a7682f91c526cc41ac4,0, 
402,wesnoth/wesnoth,f5a950875d4b500f4ed97aea81b6b59df08fd351,1,cleanup .travis.yml  - Don't install gdb twice - Time the gdb install - If the cpp tests return any code >= 128 then apply gdb - Add some comments
403,wesnoth/wesnoth,857b1e4a032574abf7a0fc5d40c7f2360da7316b,0, 
404,apereo/cas,2b58a24aa599bf4092104caa3a0750d2bac77275,1, 
405,apereo/cas,11a8a4344c0556753814028cedd92814a3268052,0, 
406,django-import-export/django-import-export,f6696dbd9e76205ff0decbace827258ae96c7699,1,Add failing test  Also includes: -Some pep8 cleanup -Testing against python3.5 -No longer testing against django1.5
