,RepoName,CommitId,Redable,CommitMessage
2884,pandas-dev/pandas,5d28f26bb3b2a4fa7adc0808be54d49a70b1589b,1.0,CI: fix coverage file location  CI: clean up some unused env variables  Author: Jeff Reback <jeff@reback.net>  Closes #15792 from jreback/ci and squashes the following commits:  8100d6d [Jeff Reback] CI: fix coverage file location
2885,pandas-dev/pandas,9d3554c26aa85d66cbfe6f481464f1a357af5e12,0.0, 
2886,pantsbuild/pants,c7c06583df9d6337de02f7ea325d6448ebcc1096,1.0,Fix the S3 upload in the travis deploy. (#4813)  - Without the `skip_cleanup: true` stanza travis does a   `git stash --all` before deploying  which removes the   `build-support/bin/native/s3-upload` dir. - Also fixed spelling of `local-dir` to `local_dir`. Travis   apparently normalizes both to the latter  but we may as   well match what appears in the travis documentation  to   reduce confusion among future readers. - Also added some comments/TODOs  for things that weren't   clear to me as a first-time reader of this code.
2887,pantsbuild/pants,7ad822ab839440d225e73da4a2a2f65bd7a42a01,0.0, 
2890,pantsbuild/pants,8d755d075243e975500de248d86bf9ad29b698fa,1.0,Refactor travis.yml to deduplicate Pyenv and AWS pex code (#7397)  ### Problem Our `.travis.yml` is quite complex. While Mustache has helped with addressing this  we currently duplicate several intricate values like the command to publish `pants.pex` to AWS.  While working on https://github.com/pantsbuild/setup/pull/39  a better design came up to de-duplicate individual script entries through anchors.  ### Solution * Introduce new `PYENV_BIN` env var to avoid having to type `${PYENV_ROOT}/bin/pyenv` multiple times. * Define Pyenv env vars globally. They do not hurt anything if we don't use Pyenv on the shard  and allow us to deduplicate code such as which version of Py3 to install.    * Key detail: we first check if $PYENV_ROOT is defined and only redefine if not. Travis's Ubuntu images use Pyenv to get multiple Python versions installed  so we must do this check to avoid overwriting what comes on the system. * Introduce new globally defined commands `pyenv_setup`  `pyenv_install_py36` and `pyenv_global_py36`. * For bootstrapping `pants.pex`  introduce new globally defined commands `aws_deploy_pants_pex` and `aws_get_pants_pex`. * Only build `fs_util` on the Py27 shard.    * OSX was building and deploying for every shard    * Linux was building on Py36 even though we never deployed it.
2891,pantsbuild/pants,e552f15f9bb9581129b07ece1026bfa443f4f17f,0.0, 
2912,pyca/pyopenssl,c9159754757765e10ea4b46f9348bd6e6c9c6e13,1.0,Whitespace cleanup
2913,pyca/pyopenssl,ca1842f2a0971ffef06b8ea699f4b42e55d142a8,0.0, 
2916,pydanny/cookiecutter-django,f25492d74f13d1f6a87ebbe0b9ad5f7223715b95,1.0,Clean up .travis.yml
2917,pydanny/cookiecutter-django,5b5ad0e4fc97f540fdbda459adaa1ccc68cf6712,0.0, 
2922,pyinstaller/pyinstaller,2489d278a696354d0ee68b7d74eb490dd9de2ac1,1.0,Test/CI: Clean up Travis YAML.
2923,pyinstaller/pyinstaller,46286a1f455d8e0837f7c2b9e1bbdff1ef858f0f,0.0, 
2930,pypa/pip,72025dbad1e02a01fefad1be7df5c843c1c98983,1.0,Refactor our .travis.yml to be more like pyca/cryptography's
2931,pypa/pip,8e3eaec559b46119ae80472d9a6ea837e75d6de9,0.0, 
2972,scikit-image/scikit-image,0c288dee3d71baa4e90f03f9900cec659dd87300,1.0,Clean up travis
2973,scikit-image/scikit-image,85711410b056291742853e70417931fd6ebf83ee,0.0, 
2992,scrapinghub/splash,f5d3fa22405b23701a8ee192188bbffb6f11e33f,1.0,TST cleanup travis.yml  * use multi-line syntax for readability; * don't run tests with py27+qt5.4+system_packages=true; * use twisted from pypi because 15.4.0 is released; * don't install qt54declarative and qt52declarative; * don't bother with QtTest * add a workaround for https://twistedmatrix.com/trac/ticket/7807 * run tests for only release branches (+1 squashed commit) Squashed commits: [f1c050e] TST cleanup travis.yml  * try to split statements in lines; * don't run tests with py27+qt5.4+system_packages=true; * use twisted from pypi because 15.4.0 is released; * don't install qt54declarative and qt52declarative; * don't bother with QtTest
2993,scrapinghub/splash,c8b674a18bf1462a1cb6c61e744a46bb730623ac,0.0, 
3006,snorkel-team/snorkel,c8090b96c73b752cafee3082739840d056f4c03b,1.0,Bit of clean up.
3007,snorkel-team/snorkel,e5fc886087d583c6f3faa94ccba681bd579772a3,0.0, 
3022,statsmodels/statsmodels,67d47584169098cc91a5ed5a45c5b8c75f59d981,1.0,BLD: apt get dependencies from Neurodebian  whitespace cleanup
3023,statsmodels/statsmodels,6a490368e804f6aa9975b5e2f265d71a90bb128f,0.0, 
3076,zulip/zulip,9322371742c37359aa6e7d1968905fb6af0ea592,1.0,travis: Restructure .travis.yml to be more consistent.
3077,zulip/zulip,f833f68bfd4ef185aacd955b320b5e5ad84ea9b0,0.0, 
3116,WikiEducationFoundation/WikiEduDashboard,fa18167a3b7ff9a97161eb365e22b2aa92b256ba,1.0,Clean up and document travis.yml more.
3117,WikiEducationFoundation/WikiEduDashboard,db289e01c122669c5881652ca6bc3ef17c5e5cf7,0.0, 
3118,WikiEducationFoundation/WikiEduDashboard,24e05d0718964df54c0d44115cc221fa2750bda8,1.0,Travis cleanup and reordering
3119,WikiEducationFoundation/WikiEduDashboard,0bbedadf1ef26f151914cfc570f9d715d66c04cc,0.0, 
3122,arangamani/jenkins_api_client,a45b4b4ecaad9e62d01e2bc162212e178dedd47c,1.0,Cleanup and speedup .travis.yml.
3123,arangamani/jenkins_api_client,03991a3d81aa51ef234e626b5a44b87219e5b536,0.0, 
3166,cucumber/aruba,b5d99b2e71a7c1ec0041ade31aca60942777a662,1.0,Restructure Travis build tasks  - Run all jobs in the same stage  so linting is always run - Split build on JRuby 9.2 into two jobs to reduce total test time - Give unusual jobs a name so it's clear what's going on
3167,cucumber/aruba,2d763f74b65ecc4c477fa5d1ea81ff28d15cbbbc,0.0, 
3316,pivotal-sprout/sprout-wrap,6ab4c63211ccc9b4632be931c1c09b294c0e8b7d,1.0,Clean up Travis environment for full testing
3317,pivotal-sprout/sprout-wrap,4dcde0c4a220765e12e3fdd1fb89307b906e9332,0.0, 
3356,rails-api/active_model_serializers,3715a101c20127059d305bc8cd5fe10d6da22733,1.0,Refactor travis.yml
3357,rails-api/active_model_serializers,0aa1ed93a49c06c7c19a5d4fec0afe9cf52c35b4,0.0, 
3358,rails-girls-summer-of-code/rgsoc-teams,d5f1eb1ec37b3f1c7d7aefd0a6b90ba17b3308a7,1.0,Minor refactor and speed up Travis
3359,rails-girls-summer-of-code/rgsoc-teams,aaabe00c5b05331239b38cc440f2c2e4ef2631e8,0.0, 
3360,rails-girls-summer-of-code/rgsoc-teams,e7af15af14a55ddb94a252de4e449731c65846a3,1.0,Clean up and lint travis.yml (#864)  Remove some duplication and formatting errors.
3361,rails-girls-summer-of-code/rgsoc-teams,c55d12d77aaed4a80589fa689762e061620c6725,0.0, 
3402,saz/puppet-rsyslog,50ba5ca4228a4d7848099fd0d9c9148132b8c89b,1.0,clean up travis.yml file
3403,saz/puppet-rsyslog,92adb3c60fc5aaada2b188ad8e772ebf280c3220,0.0, 
3450,travis-ci/travis.rb,05ca3a51dab793eb4a9ea5850d0c3cb934f03f36,1.0,clean up .travis.yml
3451,travis-ci/travis.rb,df1cb0fcf8a7abb29700d4826654cd291a7fd4a1,0.0, 
